,ID,TERMS (PT-NPT),RELATIONS,PT,MT,code,domain_code,domain
10384,874,institution of public utility,,,4016 legal form of organisations,4016,40,40 business and competition
10385,4179,institutional activity,,,0431 politics and public safety,0431,04,04 politics
10386,7184,institutional agreement,,,0431 politics and public safety,0431,04,04 politics
10387,5611,institutional balance (EU),,,1006 EU institutions and European civil service,1006,10,1006 eu institutions and european civil service
10388,6753,institutional buy-out,USE,company buyout,4006 business organisation,4006,40,40 business and competition
10389,214,institutional conciliation,USE,institutional cooperation,0431 politics and public safety,0431,04,04 politics
10390,214,institutional cooperation,,,0431 politics and public safety,0431,04,04 politics
10391,4304,institutional framework,USE,institutional structure,1006 EU institutions and European civil service,1006,10,1006 eu institutions and european civil service
10392,4181,institutional reform,,,0431 politics and public safety,0431,04,04 politics
10393,4304,institutional structure,,,1006 EU institutions and European civil service,1006,10,1006 eu institutions and european civil service
10394,5311,instruction manual,USE,guide,3221 documentation,3221,32,32 education and communications
10395,1512,insulator,,,6811 chemistry,6811,68,68 industry
10396,3151,insurance,,,2431 insurance,2431,24,24 finance
10397,3590,insurance agent,USE,insurance occupation,2431 insurance,2431,24,24 finance
10398,3590,insurance broker,USE,insurance occupation,2431 insurance,2431,24,24 finance
10399,4166,insurance claim,,,2431 insurance,2431,24,24 finance
10400,34,insurance company,,,2431 insurance,2431,24,24 finance
10401,165,insurance contract,,,2431 insurance,2431,24,24 finance
10402,34,insurance enterprise,USE,insurance company,2431 insurance,2431,24,24 finance
10403,34,insurance firm,USE,insurance company,2431 insurance,2431,24,24 finance
10404,1341,insurance indemnity,,,2431 insurance,2431,24,24 finance
10405,549,insurance law,,,2431 insurance,2431,24,24 finance
10406,3590,insurance occupation,,,2431 insurance,2431,24,24 finance
10407,165,insurance policy,USE,insurance contract,2431 insurance,2431,24,24 finance
10408,2623,insurance premium,,,2431 insurance,2431,24,24 finance
10409,34,insurance undertaking,USE,insurance company,2431 insurance,2431,24,24 finance
10410,3728,insured risk,,,2431 insurance,2431,24,24 finance
10411,3590,insurer,USE,insurance occupation,2431 insurance,2431,24,24 finance
10412,1211,insurrection,USE,civil war,0431 politics and public safety,0431,04,04 politics
10413,c_fa8f51b0,intangible asset,,,4026 accounting,4026,40,40 business and competition
10414,c_fa8f51b0,intangible good,USE,intangible asset,4026 accounting,4026,40,40 business and competition
10415,c_fa8f51b0,intangible property,USE,intangible asset,4026 accounting,4026,40,40 business and competition
10416,5149,integrated action area,USE,integrated development programme,1616 regions and regional policy,1616,16,16 economics
10417,50,integrated circuit,USE,electronic component,6826 electronics and electrical engineering,6826,68,68 industry
10418,430,integrated development,,,1611 economic conditions,1611,16,16 economics
10419,5149,integrated development operation,USE,integrated development programme,1616 regions and regional policy,1616,16,16 economics
10420,5149,integrated development programme,,,1616 regions and regional policy,1616,16,16 economics
10421,c_8d31aed6,integrated maritime policy,,,1016 European construction,1016,10,1016 european construction
10422,6155,integrated tariff of the European Communities,USE,Taric,2011 tariff policy,2011,20,20 trade
10423,3199,integrated trade,,,2036 distributive trades,2036,20,20 trade
10424,6851,integrated transport system,USE,intelligent transport system,4811 organisation of transport,4811,48,48 transport
10425,4700,integration into employment,,,4406 employment,4406,44,44 employment and working conditions
10426,1469,integration into society,USE,social integration,2826 social affairs,2826,28,28 social questions
10427,6550,integration of disabled persons,USE,integration of the disabled,2826 social affairs,2826,28,28 social questions
10428,1462,integration of migrants,,,2811 migration,2811,28,28 social questions
10429,6550,integration of the disabled,,,2826 social affairs,2826,28,28 social questions
10430,6550,integration of the handicapped,USE,integration of the disabled,2826 social affairs,2826,28,28 social questions
10431,c_ef31184b,integrative risk management,USE,disaster risk reduction,0431 politics and public safety,0431,04,04 politics
10432,1470,intellectual,,,2821 social framework,2821,28,28 social questions
10433,7926,intellectual capital,,,4021 management,4021,40,40 business and competition
10434,2817,intellectual property,,,6416 research and intellectual property,6416,64,"64 production, technology and research"
10435,2817,intellectual property right,USE,intellectual property,6416 research and intellectual property,6416,64,"64 production, technology and research"
10436,6851,intelligent transport system,,,4811 organisation of transport,4811,48,48 transport
10437,1470,intelligentsia,USE,intellectual,2821 social framework,2821,28,28 social questions
10438,636,intensive farming,,,5621 cultivation of agricultural land,5621,56,"56 agriculture, forestry and fisheries"
10439,715,intensive livestock farming,,,5631 agricultural activity,5631,56,"56 agriculture, forestry and fisheries"
10440,1921,inter-Community migration,USE,Community migration,2811 migration,2811,28,28 social questions
10441,4521,inter-Community transport,USE,intra-EU transport,4811 organisation of transport,4811,48,48 transport
10442,c_20fde7af,inter-bank market,USE,interbank market,2411 monetary economics,2411,24,24 finance
10443,5657,inter-communal cooperation,USE,association of local authorities,0436 executive power and public service,0436,04,04 politics
10444,3821,inter-company agreement,,,4006 business organisation,4006,40,40 business and competition
10445,215,inter-company cooperation,,,4006 business organisation,4006,40,40 business and competition
10446,5528,inter-ethnic conflict,USE,ethnic conflict,0431 politics and public safety,0431,04,04 politics
10447,c_847fc9f2,inter-faith dialogue,USE,interreligious dialogue,2831 culture and religion,2831,28,28 social questions
10448,3224,inter-industrial exchange,USE,inter-industrial relations,6806 industrial structures and policy,6806,68,68 industry
10449,3224,inter-industrial relations,,,6806 industrial structures and policy,6806,68,68 industry
10450,3224,inter-market relations,USE,inter-industrial relations,6806 industrial structures and policy,6806,68,68 industry
10451,5549,inter-parliamentary cooperation,,,0421 parliament,0421,04,04 politics
10452,4252,inter-professional agreement,USE,interprofessional agreement,4426 labour law and labour relations,4426,44,44 employment and working conditions
10453,3574,inter-professional organisation,USE,professional association,4426 labour law and labour relations,4426,44,44 employment and working conditions
10454,221,inter-regional cooperation,USE,regional cooperation,0811 cooperation policy,0811,08,08 international relations
10455,2407,inter-regional planning,USE,regional planning,1606 economic policy,1606,16,16 economics
10456,c_847fc9f2,inter-religious dialogue,USE,interreligious dialogue,2831 culture and religion,2831,28,28 social questions
10457,1917,inter-urban migration,USE,interurban migration,2811 migration,2811,28,28 social questions
10458,620,inter-zonal trade,USE,trade by group of countries,2021 international trade,2021,20,20 trade
10459,c_34242feb,interactive gaming,USE,online game,2826 social affairs,2826,28,28 social questions
10460,5182,interactive network,,,3226 communications,3226,32,32 education and communications
10461,c_46f6aaeb,interactive policymaking,USE,policymaking,0436 executive power and public service,0436,04,04 politics
10462,4502,interactive transmission,USE,data transmission,3226 communications,3226,32,32 education and communications
10463,4699,interactive videotex,,,3226 communications,3226,32,32 education and communications
10464,6908,interactivity,,,3236 information technology and data processing,3236,32,32 education and communications
10465,c_e749c083,interbank funds transfer system,USE,payment system,2421 free movement of capital,2421,24,24 finance
10466,c_20fde7af,interbank market,,,2411 monetary economics,2411,24,24 finance
10467,c_20fde7af,interbank money market,USE,interbank market,2411 monetary economics,2411,24,24 finance
10468,2832,interception of communications,USE,protection of communications,1236 rights and freedoms,1236,12,12 law
